Temperature,Light,CO2,HumidityRatio,Day,Afternoon,Evening,Night,Weekday,Weekend,Occupancy
0.8690292758089417,0.6039644195602114,0.20823147145288562,0.5497366130393426,0,1,0,0,1,0,1
0.8723574730354442,0.5969463777744809,0.2151632368868946,0.5519718108436731,0,1,0,0,1,0,1
0.8745762711864455,0.5910292052884732,0.22089844757336646,0.5499968860241855,0,1,0,0,1,0,1
0.8731895223420696,0.5095820781918222,0.22404456134921857,0.5443735731070387,0,1,0,0,1,0,1
0.8790138674884491,0.5042669436041,0.22667491876837376,0.5503760261136967,0,1,0,0,1,0,1
0.8801232665639493,0.5869009454145142,0.23348290267677546,0.5537265817502439,0,1,0,0,1,0,1
0.8745762711864455,0.5535308447666778,0.23843416370106757,0.5528859204010481,0,1,0,0,1,0,1
0.8790138674884491,0.5253210689612912,0.23781525607303106,0.5547159003243625,0,1,0,0,1,0,1
0.8790138674884491,0.4912629250011289,0.24165248336685746,0.5576092767422853,0,1,0,0,1,0,1
0.8756856702619467,0.5263531339297809,0.24524214760946922,0.5581602437073874,0,1,0,0,1,0,1
0.8773497688751974,0.4969392823278226,0.24911032028469743,0.5615000359078122,0,1,0,0,1,0,1
0.8690292758089417,0.4972489018183695,0.2545257620300169,0.5635798316689868,0,1,0,0,1,0,1
0.8690292758089417,0.49048887627476156,0.25947702305430914,0.5655026847982576,0,1,0,0,1,0,1
0.8690292758089417,0.4840384702217005,0.26772912476146243,0.5703100138541668,0,1,0,0,1,0,1
0.8690292758089417,0.47887814537925166,0.27210273866625395,0.5738676178448479,0,1,0,0,1,0,1
0.8690292758089417,0.47887814537925166,0.27742534426736803,0.579444711450674,0,1,0,0,1,0,1
0.8690292758089417,0.4695895606628438,0.2891845892000618,0.5834114084775617,0,1,0,0,1,0,1
0.8505392912172627,0.468557495694354,0.29599257310846355,0.5716813485526864,0,1,0,0,1,0,1
0.8579352850539341,0.47268575556831305,0.3000773634535045,0.5789015452733286,0,1,0,0,1,0,1
0.8597842835131018,0.47887814537925166,0.30187219557481043,0.5832275052757281,0,1,0,0,1,0,1
0.8579352850539341,0.4881667300956596,0.30700912888751347,0.5848421390761067,0,1,0,0,1,0,1
0.8505392912172627,0.47887814537925166,0.3127030790654494,0.5845847936034212,0,1,0,0,1,0,1
0.8505392912172627,0.5143811802952997,0.31715921398731234,0.5882172386998665,0,1,0,0,1,0,1
0.8505392912172627,0.5472008462932743,0.3197586260250657,0.5907982837879129,0,1,0,0,1,0,1
0.8505392912172627,0.5507098671861395,0.3240909794213213,0.5927102211326136,0,1,0,0,1,0,1
0.8505392912172627,0.5410600597307601,0.33250812316261796,0.5931882123964289,0,1,0,0,1,0,1
0.8551617873651822,0.5146563976202306,0.3393161070710196,0.5976714295498049,0,1,0,0,1,0,1
0.8505392912172627,0.5328895453968825,0.34055392232709264,0.5955782102825633,0,1,0,0,1,0,1
0.8505392912172627,0.517270962207071,0.33783072876373194,0.5966298313003897,0,1,0,0,1,0,1
0.8505392912172627,0.5387379135516581,0.3419980401258443,0.6008364495041281,0,1,0,0,1,0,1
0.8505392912172627,0.5371898160989235,0.350611171282686,0.6020315506404126,0,1,0,0,1,0,1
0.8505392912172627,0.5214876847926146,0.3501027828739414,0.6056169579839226,0,1,0,0,1,0,1
0.8505392912172627,0.503991726279169,0.3529320748878229,0.6056169579839226,0,1,0,0,1,0,1
0.8505392912172627,0.5284172638667605,0.3588735881169735,0.6027486196368095,0,1,0,0,1,0,1
0.8505392912172627,0.5273851988982707,0.36172056320594154,0.6056169579839226,0,1,0,0,1,0,1
0.8536209553158813,0.5175805816976179,0.3631440507504255,0.6085377917822972,0,1,0,0,1,0,1
0.8628659476117213,0.5198167224626794,0.36407241219248027,0.615726970321919,0,1,0,0,1,0,1
0.8505392912172627,0.49865939060863923,0.36933312703079063,0.6103977436368626,0,1,0,0,1,0,1
0.8505392912172627,0.4990034122648021,0.3752127494971375,0.611473458609161,0,1,0,0,1,0,1
0.8505392912172627,0.4881667300956596,0.37645056475321054,0.6147006877274672,0,1,0,0,1,0,1
0.8505392912172627,0.48541455684635315,0.37871989272267975,0.6178881984894238,0,1,0,0,1,0,1
0.8505392912172627,0.4955386227277292,0.3822859795318397,0.6153837153755068,0,1,0,0,1,0,1
0.8459167950693423,0.47887814537925166,0.37969982980040223,0.6127005482978098,0,1,0,0,1,0,1
0.8394453004622542,0.4896116210515452,0.38078291814946613,0.6108575847646556,0,1,0,0,1,0,1
0.8505392912172627,0.4850705351901903,0.3849914900201144,0.6236897842769809,0,1,0,0,1,0,1
0.8366718027735023,0.468557495694354,0.39780287792047037,0.6187033605345562,0,1,0,0,1,0,1
0.8320493066255827,0.468557495694354,0.39764815101346124,0.6156503933934312,0,1,0,0,1,0,1
0.8320493066255827,0.468557495694354,0.39439888596626943,0.6166959490348229,0,1,0,0,1,0,1
0.8320493066255827,0.468557495694354,0.39517252050131507,0.6166959490348229,0,1,0,0,1,0,1
0.8320493066255827,0.4592689109779461,0.39662695342720083,0.6166959490348229,0,1,0,0,1,0,1
0.8320493066255827,0.45307652116700753,0.39780287792047037,0.6166959490348229,0,1,0,0,1,0,1
0.8320493066255827,0.45849486225157876,0.3974934241064521,0.6178840965375436,0,1,0,0,1,0,1
0.8218798151001585,0.46933154442072134,0.4002785084326164,0.6182100236602266,0,1,0,0,1,0,1
0.8117103235747352,0.4704152126376356,0.4005879622466347,0.6163928012322712,0,1,0,0,1,0,1
0.8117103235747352,0.4660805397699786,0.4090051059879312,0.6173370277715986,0,1,0,0,1,0,1
0.8117103235747352,0.4660805397699786,0.4120996441281138,0.6173370277715986,0,1,0,0,1,0,1
0.8117103235747352,0.46933154442072134,0.41358502243540146,0.6173370277715986,0,1,0,0,1,0,1
0.8117103235747352,0.46933154442072134,0.414203930063438,0.6183992955520172,0,1,0,0,1,0,1
0.8117103235747352,0.4721697230840682,0.41843313218835215,0.6255207773664881,0,1,0,0,1,0,1
0.808012326656399,0.47887814537925166,0.41952653566455195,0.6246905948174977,0,1,0,0,1,0,1
0.8117103235747352,0.47887814537925166,0.41667956057558403,0.6231599970187196,0,1,0,0,1,0,1
