date,HumidityRatio
2015-02-12 00:00:00,0.3476958424152865
2015-02-12 00:01:00,0.3523533711948741
2015-02-12 00:02:00,0.35364999866307034
2015-02-12 00:03:00,0.3682064158574989
2015-02-12 00:04:00,0.3572226991156377
2015-02-12 00:04:59,0.3737255507328869
2015-02-12 00:06:00,0.3614572115293617
2015-02-12 00:07:00,0.3760150091775061
2015-02-12 00:08:00,0.34968051331861605
2015-02-12 00:08:59,0.3416098166358961
2015-02-12 00:10:00,0.3615895435516165
2015-02-12 00:10:59,0.3572226991156377
2015-02-12 00:11:59,0.34174211676013
2015-02-12 00:13:00,0.35017688640487066
2015-02-12 00:14:00,0.3521944984810512
2015-02-12 00:15:00,0.34174211676013
2015-02-12 00:16:00,0.3675447046972158
2015-02-12 00:16:59,0.3556348131076563
2015-02-12 00:17:59,0.3533853603524073
2015-02-12 00:19:00,0.3673461923861208
2015-02-12 00:20:00,0.3695298541319676
2015-02-12 00:21:00,0.36559543815983786
2015-02-12 00:22:00,0.3616230270399827
2015-02-12 00:23:00,0.3552378463907515
2015-02-12 00:23:59,0.3457112193555809
2015-02-12 00:24:59,0.3476958424152865
2015-02-12 00:26:00,0.349979027004365
2015-02-12 00:27:00,0.34352818924723083
2015-02-12 00:28:00,0.3375747649791234
2015-02-12 00:29:00,0.35364999866307034
2015-02-12 00:29:59,0.3508713388262732
2015-02-12 00:30:59,0.3572226991156377
2015-02-12 00:32:00,0.3476958424152865
2015-02-12 00:33:00,0.3444212400220985
2015-02-12 00:34:00,0.3615895435516165
2015-02-12 00:35:00,0.3713165295457701
2015-02-12 00:36:00,0.34531430048472256
2015-02-12 00:36:59,0.3572226991156377
2015-02-12 00:38:00,0.3457112193555809
2015-02-12 00:39:00,0.3298359570408857
2015-02-12 00:40:00,0.32785176449597
2015-02-12 00:40:59,0.3532530415160646
2015-02-12 00:42:00,0.35245913296386155
2015-02-12 00:42:59,0.3316217712242484
2015-02-12 00:43:59,0.34968051331861605
2015-02-12 00:45:00,0.3365086295719744
2015-02-12 00:46:00,0.3390172040175803
2015-02-12 00:47:00,0.3562331113026589
2015-02-12 00:48:00,0.3562331113026589
2015-02-12 00:49:00,0.3348371260505487
2015-02-12 00:49:59,0.3615895435516165
2015-02-12 00:51:00,0.3336060546439541
2015-02-12 00:52:00,0.34352818924723083
2015-02-12 00:53:00,0.32189947381228445
2015-02-12 00:53:59,0.32189947381228445
2015-02-12 00:55:00,0.3250844361647731
2015-02-12 00:55:59,0.3298359570408857
2015-02-12 00:56:59,0.3427993622217178
2015-02-12 00:58:00,0.33810268407470234
2015-02-12 00:59:00,0.3348371260505487
2015-02-12 01:00:00,0.329637535634161
2015-02-12 01:01:00,0.34154366665350944
2015-02-12 01:01:59,0.33380448561662
2015-02-12 01:02:59,0.32573534516326297
2015-02-12 01:04:00,0.32586761977738377
2015-02-12 01:05:00,0.3615895435516165
2015-02-12 01:06:00,0.33353991109269066
2015-02-12 01:07:00,0.3437266441377742
2015-02-12 01:08:00,0.3441235553540665
2015-02-12 01:08:59,0.32586761977738377
2015-02-12 01:09:59,0.3099961835690723
2015-02-12 01:11:00,0.3135669899003384
2015-02-12 01:12:00,0.3316217712242484
2015-02-12 01:13:00,0.3276533478719548
2015-02-12 01:14:00,0.33737632491817426
2015-02-12 01:14:59,0.3298359570408857
2015-02-12 01:15:59,0.32785176449597
2015-02-12 01:17:00,0.33380448561662
2015-02-12 01:18:00,0.3197170750674121
2015-02-12 01:19:00,0.3282781211622872
2015-02-12 01:20:00,0.3197170750674121
2015-02-12 01:21:00,0.3139637557219599
2015-02-12 01:21:59,0.3336060546439541
2015-02-12 01:23:00,0.3254707965726762
2015-02-12 01:24:00,0.31594761351887923
2015-02-12 01:25:00,0.3029020099446722
2015-02-12 01:25:59,0.32586761977738377
2015-02-12 01:27:00,0.32368511582428683
2015-02-12 01:27:59,0.3085414550307588
2015-02-12 01:28:59,0.3125089570595798
2015-02-12 01:30:00,0.3060288026592624
2015-02-12 01:31:00,0.3163003165781546
2015-02-12 01:32:00,0.3229544372812787
2015-02-12 01:33:00,0.3195073019347183
2015-02-12 01:34:00,0.32851315669681913
2015-02-12 01:34:59,0.3482450025826107
2015-02-12 01:36:00,0.3217010715353661
2015-02-12 01:37:00,0.3244126107123768
2015-02-12 01:38:00,0.3334076241496007
2015-02-12 01:38:59,0.31178156737071383
2015-02-12 01:40:00,0.31647665034023675
2015-02-12 01:40:59,0.3018632585141994
2015-02-12 01:41:59,0.31197994573926624
2015-02-12 01:43:00,0.31773312641869955
2015-02-12 01:44:00,0.3135669899003384
2015-02-12 01:45:00,0.3149556786435315
2015-02-12 01:46:00,0.3395591918980485
2015-02-12 01:46:59,0.3199154725623121
2015-02-12 01:47:59,0.3060288026592624
2015-02-12 01:49:00,0.2967721110221293
2015-02-12 01:50:00,0.2958412656297299
2015-02-12 01:51:00,0.3173301596732445
2015-02-12 01:52:00,0.31141522557292634
2015-02-12 01:53:00,0.3046817435359321
2015-02-12 01:53:59,0.2936729732821077
2015-02-12 01:54:59,0.2875626385447574
2015-02-12 01:56:00,0.3060288026592624
2015-02-12 01:57:00,0.28312978131333155
2015-02-12 01:58:00,0.2998797401608615
2015-02-12 01:59:00,0.2901611911743026
2015-02-12 01:59:59,0.2937311370392549
2015-02-12 02:00:59,0.30589655992240705
2015-02-12 02:02:00,0.3175347341838197
2015-02-12 02:03:00,0.291946144749785
2015-02-12 02:04:00,0.28619476627251084
2015-02-12 02:05:00,0.2979623845243995
2015-02-12 02:06:00,0.31594761351887923
2015-02-12 02:06:59,0.2998797401608615
2015-02-12 02:08:00,0.3322711100307589
2015-02-12 02:09:00,0.3155508381342733
2015-02-12 02:10:00,0.307275024599605
2015-02-12 02:10:59,0.30444190384030523
2015-02-12 02:12:00,0.3018632585141994
2015-02-12 02:12:59,0.2899628653889452
2015-02-12 02:13:59,0.2978962696094789
2015-02-12 02:15:00,0.3018632585141994
2015-02-12 02:16:00,0.2899628653889452
2015-02-12 02:17:00,0.2985328157299778
2015-02-12 02:18:00,0.2961111869824791
2015-02-12 02:19:00,0.2930369687707749
2015-02-12 02:19:59,0.2978301547476687
2015-02-12 02:21:00,0.30470638485206725
2015-02-12 02:22:00,0.28222853253085856
2015-02-12 02:23:00,0.29399558363402234
2015-02-12 02:23:59,0.291946144749785
2015-02-12 02:25:00,0.291946144749785
2015-02-12 02:25:59,0.30206161297870704
2015-02-12 02:26:59,0.3032517498046263
2015-02-12 02:28:00,0.2899628653889452
2015-02-12 02:29:00,0.2899628653889452
2015-02-12 02:30:00,0.28778131329323753
2015-02-12 02:31:00,0.28619476627251084
2015-02-12 02:31:59,0.2937311370392549
2015-02-12 02:32:59,0.2800471854499499
2015-02-12 02:34:00,0.2928055806490646
2015-02-12 02:35:00,0.28619476627251084
2015-02-12 02:36:00,0.2978962696094789
2015-02-12 02:37:00,0.28654231662187396
2015-02-12 02:38:00,0.2778658961885052
2015-02-12 02:38:59,0.28421162550753
2015-02-12 02:39:59,0.3097978099816729
2015-02-12 02:41:00,0.28421162550753
2015-02-12 02:42:00,0.2875626385447574
2015-02-12 02:43:00,0.31178156737071383
2015-02-12 02:44:00,0.2998797401608615
