date,HumidityRatio
2015-02-14 00:00:00,0.5829467593379427
2015-02-14 00:01:00,0.5772087378339019
2015-02-14 00:02:00,0.5790162313985223
2015-02-14 00:03:00,0.5749444234756191
2015-02-14 00:04:00,0.5770539042931964
2015-02-14 00:04:59,0.5763507380232391
2015-02-14 00:06:00,0.5770539042931964
2015-02-14 00:07:00,0.5791634390885874
2015-02-14 00:08:00,0.5749444234756191
2015-02-14 00:08:59,0.5790162313985223
2015-02-14 00:10:00,0.5749444234756191
2015-02-14 00:10:59,0.5791634390885874
2015-02-14 00:11:59,0.5791634390885874
2015-02-14 00:13:00,0.5791634390885874
2015-02-14 00:14:00,0.5826155215543051
2015-02-14 00:15:00,0.5826155215543051
2015-02-14 00:16:00,0.5826155215543051
2015-02-14 00:16:59,0.5826155215543051
2015-02-14 00:17:59,0.5826155215543051
2015-02-14 00:19:00,0.5887529139689385
2015-02-14 00:20:00,0.5906709427965595
2015-02-14 00:21:00,0.5877115550571923
2015-02-14 00:22:00,0.5906709427965595
2015-02-14 00:23:00,0.5906709427965595
2015-02-14 00:23:59,0.5941235071317765
2015-02-14 00:24:59,0.5941235071317765
2015-02-14 00:26:00,0.5941235071317765
2015-02-14 00:27:00,0.5962334787329444
2015-02-14 00:28:00,0.592397206892169
2015-02-14 00:29:00,0.5941235071317765
2015-02-14 00:29:59,0.5941235071317765
2015-02-14 00:30:59,0.5941235071317765
2015-02-14 00:32:00,0.5983435043307661
2015-02-14 00:33:00,0.5938801541834913
2015-02-14 00:34:00,0.5983435043307661
2015-02-14 00:35:00,0.6000699290750484
2015-02-14 00:36:00,0.6039065579309353
2015-02-14 00:36:59,0.5956535496206286
2015-02-14 00:38:00,0.5970506610681667
2015-02-14 00:39:00,0.598955851194352
2015-02-14 00:40:00,0.6008610853437766
2015-02-14 00:40:59,0.6008610853437766
2015-02-14 00:42:00,0.6008610853437766
2015-02-14 00:42:59,0.6053505556486385
2015-02-14 00:43:59,0.6056807099500918
2015-02-14 00:45:00,0.6108951550761568
2015-02-14 00:46:00,0.6084824622043958
2015-02-14 00:47:00,0.6084824622043958
2015-02-14 00:48:00,0.6084824622043958
2015-02-14 00:49:00,0.6101973690826261
2015-02-14 00:49:59,0.6122934148138219
2015-02-14 00:51:00,0.6140084009516025
2015-02-14 00:52:00,0.6161045435589378
2015-02-14 00:53:00,0.6161045435589378
2015-02-14 00:53:59,0.6161045435589378
2015-02-14 00:55:00,0.6173749589506863
2015-02-14 00:55:59,0.6199158484519562
2015-02-14 00:56:59,0.6199158484519562
2015-02-14 00:58:00,0.6199158484519562
2015-02-14 00:59:00,0.623346173472225
2015-02-14 01:00:00,0.623346173472225
2015-02-14 01:01:00,0.6216309931253237
2015-02-14 01:01:59,0.6254425534544932
2015-02-14 01:02:59,0.6254425534544932
2015-02-14 01:04:00,0.6275389867305536
2015-02-14 01:05:00,0.6275389867305536
2015-02-14 01:06:00,0.6275389867305536
2015-02-14 01:07:00,0.6292542899614868
2015-02-14 01:08:00,0.6275389867305536
2015-02-14 01:08:59,0.6275389867305536
2015-02-14 01:09:59,0.6309696288709037
2015-02-14 01:11:00,0.6309696288709037
2015-02-14 01:12:00,0.6309696288709037
2015-02-14 01:13:00,0.6351628297473211
2015-02-14 01:14:00,0.6309696288709037
2015-02-14 01:14:59,0.6351628297473211
2015-02-14 01:15:59,0.6351628297473211
2015-02-14 01:17:00,0.6351628297473211
2015-02-14 01:18:00,0.6389750155630618
2015-02-14 01:19:00,0.6370689006283046
2015-02-14 01:20:00,0.6389750155630618
2015-02-14 01:21:00,0.6389750155630618
2015-02-14 01:21:59,0.6389750155630618
2015-02-14 01:23:00,0.6424061334659983
2015-02-14 01:24:00,0.6364957556438902
2015-02-14 01:25:00,0.6424061334659983
2015-02-14 01:25:59,0.6382059345837463
2015-02-14 01:27:00,0.6364957556438902
2015-02-14 01:27:59,0.6364957556438902
2015-02-14 01:28:59,0.6398583398550415
2015-02-14 01:30:00,0.6465999158703395
2015-02-14 01:31:00,0.6424061334659983
2015-02-14 01:32:00,0.6465999158703395
2015-02-14 01:33:00,0.6423946745143829
2015-02-14 01:34:00,0.6465999158703395
2015-02-14 01:34:59,0.6465999158703395
2015-02-14 01:36:00,0.6465999158703395
2015-02-14 01:37:00,0.6465999158703395
2015-02-14 01:38:00,0.6465999158703395
2015-02-14 01:38:59,0.6465999158703395
2015-02-14 01:40:00,0.6488875234296683
2015-02-14 01:40:59,0.6500313510033187
2015-02-14 01:41:59,0.6500313510033187
2015-02-14 01:43:00,0.6542255211601529
2015-02-14 01:44:00,0.6500313510033187
2015-02-14 01:45:00,0.6500313510033187
2015-02-14 01:46:00,0.6500313510033187
2015-02-14 01:46:59,0.6542255211601529
2015-02-14 01:47:59,0.6478976184786249
2015-02-14 01:49:00,0.6499881309888893
2015-02-14 01:50:00,0.6415946337743945
2015-02-14 01:51:00,0.6478976184786249
2015-02-14 01:52:00,0.6542255211601529
2015-02-14 01:53:00,0.6457624448085301
2015-02-14 01:53:59,0.6485782698748799
2015-02-14 01:54:59,0.6518886428885737
2015-02-14 01:56:00,0.6580385882040645
2015-02-14 01:57:00,0.6457624448085301
2015-02-14 01:58:00,0.6457624448085301
2015-02-14 01:59:00,0.6580385882040645
2015-02-14 01:59:59,0.6518886428885737
2015-02-14 02:00:59,0.6535145018275903
2015-02-14 02:02:00,0.6495515467038719
2015-02-14 02:03:00,0.6495515467038719
2015-02-14 02:04:00,0.6495515467038719
2015-02-14 02:05:00,0.6525228243733796
2015-02-14 02:06:00,0.6495515467038719
2015-02-14 02:06:59,0.6495515467038719
2015-02-14 02:08:00,0.6495515467038719
2015-02-14 02:09:00,0.6529618872497038
2015-02-14 02:10:00,0.6512566993504074
2015-02-14 02:10:59,0.6529618872497038
2015-02-14 02:12:00,0.6529618872497038
2015-02-14 02:12:59,0.6529618872497038
2015-02-14 02:13:59,0.6529618872497038
2015-02-14 02:15:00,0.6529618872497038
2015-02-14 02:16:00,0.6529618872497038
2015-02-14 02:17:00,0.6571302727534514
2015-02-14 02:18:00,0.6571302727534514
2015-02-14 02:19:00,0.6571302727534514
2015-02-14 02:19:59,0.6571302727534514
2015-02-14 02:21:00,0.6571302727534514
2015-02-14 02:22:00,0.6571302727534514
2015-02-14 02:23:00,0.6571302727534514
