date,CO2
2015-02-06 00:00:00,0.015627417607921967
2015-02-06 00:01:00,0.01624632523595848
2015-02-06 00:02:00,0.01779359430604982
2015-02-06 00:03:00,0.019340863376141104
2015-02-06 00:04:00,0.020888132446232388
2015-02-06 00:04:59,0.02057867863221413
2015-02-06 00:06:00,0.021197586260250645
2015-02-06 00:07:00,0.021197586260250645
2015-02-06 00:08:00,0.020784981174892747
2015-02-06 00:08:59,0.020423951725205003
2015-02-06 00:10:00,0.019959771004177614
2015-02-06 00:10:59,0.01965031719015936
2015-02-06 00:11:59,0.020784981174892747
2015-02-06 00:13:00,0.020888132446232388
2015-02-06 00:14:00,0.02181649388828716
2015-02-06 00:15:00,0.023054309144360186
2015-02-06 00:16:00,0.024292124400433213
2015-02-06 00:16:59,0.022435401516323672
2015-02-06 00:17:59,0.020888132446232388
2015-02-06 00:19:00,0.020888132446232388
2015-02-06 00:20:00,0.02212594770230541
2015-02-06 00:21:00,0.02057867863221413
2015-02-06 00:22:00,0.02057867863221413
2015-02-06 00:23:00,0.017484140492031564
2015-02-06 00:23:59,0.01872195574810459
2015-02-06 00:24:59,0.01954716591881972
2015-02-06 00:26:00,0.019340863376141104
2015-02-06 00:27:00,0.01872195574810459
2015-02-06 00:28:00,0.019340863376141104
2015-02-06 00:29:00,0.0215070400742689
2015-02-06 00:29:59,0.01872195574810459
2015-02-06 00:30:59,0.01830935066274669
2015-02-06 00:32:00,0.019753468461499
2015-02-06 00:33:00,0.01965031719015936
2015-02-06 00:34:00,0.020166073546856237
2015-02-06 00:35:00,0.020888132446232388
2015-02-06 00:36:00,0.019959771004177614
2015-02-06 00:36:59,0.01810304812006808
2015-02-06 00:38:00,0.01624632523595848
2015-02-06 00:39:00,0.017484140492031564
2015-02-06 00:40:00,0.020372376089535515
2015-02-06 00:40:59,0.02057867863221413
2015-02-06 00:42:00,0.019134560833462492
2015-02-06 00:42:59,0.01624632523595848
2015-02-06 00:43:59,0.017484140492031564
2015-02-06 00:45:00,0.01810304812006808
2015-02-06 00:46:00,0.019031409562122847
2015-02-06 00:47:00,0.01872195574810459
2015-02-06 00:48:00,0.01810304812006808
2015-02-06 00:49:00,0.01872195574810459
2015-02-06 00:49:59,0.019340863376141104
2015-02-06 00:51:00,0.01872195574810459
2015-02-06 00:52:00,0.01810304812006808
2015-02-06 00:53:00,0.01872195574810459
2015-02-06 00:53:59,0.017484140492031564
2015-02-06 00:55:00,0.020784981174892747
2015-02-06 00:55:59,0.02057867863221413
2015-02-06 00:56:59,0.01624632523595848
2015-02-06 00:58:00,0.01954716591881972
2015-02-06 00:59:00,0.02057867863221413
2015-02-06 01:00:00,0.01810304812006808
2015-02-06 01:01:00,0.01779359430604982
2015-02-06 01:01:59,0.01717468667801325
2015-02-06 01:02:59,0.019031409562122847
2015-02-06 01:04:00,0.01717468667801325
2015-02-06 01:05:00,0.015317963793903709
2015-02-06 01:06:00,0.015627417607921967
2015-02-06 01:07:00,0.01872195574810459
2015-02-06 01:08:00,0.01872195574810459
2015-02-06 01:08:59,0.014595904894527556
2015-02-06 01:09:59,0.015833720150600583
2015-02-06 01:11:00,0.015008509979885454
2015-02-06 01:12:00,0.01624632523595848
2015-02-06 01:13:00,0.01438960235184894
2015-02-06 01:14:00,0.012223425653721144
2015-02-06 01:14:59,0.013770694723812428
2015-02-06 01:15:59,0.01810304812006808
2015-02-06 01:17:00,0.01965031719015936
2015-02-06 01:18:00,0.021197586260250645
2015-02-06 01:19:00,0.02057867863221413
2015-02-06 01:20:00,0.01830935066274669
2015-02-06 01:21:00,0.016865232863994994
2015-02-06 01:21:59,0.016865232863994994
2015-02-06 01:23:00,0.016658930321316382
2015-02-06 01:24:00,0.01810304812006808
2015-02-06 01:25:00,0.017484140492031564
2015-02-06 01:25:59,0.017484140492031564
2015-02-06 01:27:00,0.01794832121305895
2015-02-06 01:27:59,0.01810304812006808
2015-02-06 01:28:59,0.01872195574810459
2015-02-06 01:30:00,0.01872195574810459
2015-02-06 01:31:00,0.016865232863994994
2015-02-06 01:32:00,0.017484140492031564
2015-02-06 01:33:00,0.01624632523595848
2015-02-06 01:34:00,0.01438960235184894
2015-02-06 01:34:59,0.012842333281757656
2015-02-06 01:36:00,0.013770694723812428
2015-02-06 01:37:00,0.013151787095775913
2015-02-06 01:38:00,0.015936871421940224
2015-02-06 01:38:59,0.016865232863994994
2015-02-06 01:40:00,0.01624632523595848
2015-02-06 01:40:59,0.01717468667801325
2015-02-06 01:41:59,0.0125328794677394
2015-02-06 01:43:00,0.014699056165867197
2015-02-06 01:44:00,0.015627417607921967
2015-02-06 01:45:00,0.015627417607921967
2015-02-06 01:46:00,0.017484140492031564
2015-02-06 01:46:59,0.013151787095775913
2015-02-06 01:47:59,0.016555779049976738
2015-02-06 01:49:00,0.015627417607921967
2015-02-06 01:50:00,0.014080148537830685
2015-02-06 01:51:00,0.01438960235184894
2015-02-06 01:52:00,0.016555779049976738
2015-02-06 01:53:00,0.016555779049976738
2015-02-06 01:53:59,0.015936871421940224
2015-02-06 01:54:59,0.013770694723812428
2015-02-06 01:56:00,0.013770694723812428
2015-02-06 01:57:00,0.01438960235184894
2015-02-06 01:58:00,0.0125328794677394
2015-02-06 01:59:00,0.012945484553097296
2015-02-06 01:59:59,0.01160451802568463
2015-02-06 02:00:59,0.014699056165867197
2015-02-06 02:02:00,0.015008509979885454
2015-02-06 02:03:00,0.013770694723812428
2015-02-06 02:04:00,0.015008509979885454
2015-02-06 02:05:00,0.0125328794677394
2015-02-06 02:06:00,0.01160451802568463
2015-02-06 02:06:59,0.011913971839702886
2015-02-06 02:08:00,0.010057248955593344
2015-02-06 02:09:00,0.010676156583629859
2015-02-06 02:10:00,0.010985610397648116
2015-02-06 02:10:59,0.0125328794677394
2015-02-06 02:12:00,0.01438960235184894
2015-02-06 02:12:59,0.013770694723812428
2015-02-06 02:13:59,0.013151787095775913
2015-02-06 02:15:00,0.013151787095775913
2015-02-06 02:16:00,0.013770694723812428
2015-02-06 02:17:00,0.015627417607921967
2015-02-06 02:18:00,0.016865232863994994
2015-02-06 02:19:00,0.014802207437206838
2015-02-06 02:19:59,0.015421115065243353
2015-02-06 02:21:00,0.015008509979885454
2015-02-06 02:22:00,0.0125328794677394
2015-02-06 02:23:00,0.014080148537830685
2015-02-06 02:23:59,0.013770694723812428
2015-02-06 02:25:00,0.015008509979885454
2015-02-06 02:25:59,0.01438960235184894
2015-02-06 02:26:59,0.015627417607921967
2015-02-06 02:28:00,0.016865232863994994
2015-02-06 02:29:00,0.015936871421940224
2015-02-06 02:30:00,0.01438960235184894
2015-02-06 02:31:00,0.0125328794677394
2015-02-06 02:31:59,0.012223425653721144
2015-02-06 02:32:59,0.01346124090979417
2015-02-06 02:34:00,0.012842333281757656
2015-02-06 02:35:00,0.012842333281757656
2015-02-06 02:36:00,0.01346124090979417
2015-02-06 02:37:00,0.013151787095775913
2015-02-06 02:38:00,0.013770694723812428
2015-02-06 02:38:59,0.011295064211666372
2015-02-06 02:39:59,0.01160451802568463
2015-02-06 02:41:00,0.012326576925060784
2015-02-06 02:42:00,0.01438960235184894
2015-02-06 02:43:00,0.01438960235184894
2015-02-06 02:44:00,0.01779359430604982
2015-02-06 02:44:59,0.013151787095775913
2015-02-06 02:45:59,0.012842333281757656
2015-02-06 02:47:00,0.01026355149827196
2015-02-06 02:48:00,0.01346124090979417
2015-02-06 02:49:00,0.012842333281757656
2015-02-06 02:50:00,0.014080148537830685
2015-02-06 02:51:00,0.013770694723812428
2015-02-06 02:51:59,0.013151787095775913
2015-02-06 02:53:00,0.010985610397648116
2015-02-06 02:54:00,0.008200526071483805
2015-02-06 02:55:00,0.010057248955593344
2015-02-06 02:55:59,0.014080148537830685
2015-02-06 02:57:00,0.012842333281757656
2015-02-06 02:57:59,0.009128887513538577
2015-02-06 02:58:59,0.010469854040951243
2015-02-06 03:00:00,0.0125328794677394
2015-02-06 03:01:00,0.012223425653721144
2015-02-06 03:02:00,0.011295064211666372
2015-02-06 03:03:00,0.012739182010418015
2015-02-06 03:04:00,0.0125328794677394
2015-02-06 03:04:59,0.013151787095775913
2015-02-06 03:06:00,0.015008509979885454
2015-02-06 03:07:00,0.015008509979885454
2015-02-06 03:08:00,0.01624632523595848
2015-02-06 03:08:59,0.012120274382381502
2015-02-06 03:10:00,0.011913971839702886
2015-02-06 03:10:59,0.010366702769611602
2015-02-06 03:11:59,0.014699056165867197
2015-02-06 03:13:00,0.012326576925060784
2015-02-06 03:14:00,0.010676156583629859
2015-02-06 03:15:00,0.00758161844344729
2015-02-06 03:16:00,0.007891072257465548
2015-02-06 03:16:59,0.013151787095775913
2015-02-06 03:17:59,0.0125328794677394
2015-02-06 03:19:00,0.0125328794677394
2015-02-06 03:20:00,0.012842333281757656
2015-02-06 03:21:00,0.008200526071483805
2015-02-06 03:22:00,0.00840682861416242
2015-02-06 03:23:00,0.010676156583629859
2015-02-06 03:23:59,0.01438960235184894
2015-02-06 03:24:59,0.015317963793903709
2015-02-06 03:26:00,0.012842333281757656
2015-02-06 03:27:00,0.012223425653721144
2015-02-06 03:28:00,0.010676156583629859
2015-02-06 03:29:00,0.0125328794677394
2015-02-06 03:29:59,0.01624632523595848
2015-02-06 03:30:59,0.010366702769611602
2015-02-06 03:32:00,0.011295064211666372
2015-02-06 03:33:00,0.0125328794677394
2015-02-06 03:34:00,0.013151787095775913
2015-02-06 03:35:00,0.01346124090979417
2015-02-06 03:36:00,0.014080148537830685
2015-02-06 03:36:59,0.01346124090979417
2015-02-06 03:38:00,0.012842333281757656
2015-02-06 03:39:00,0.0125328794677394
2015-02-06 03:40:00,0.012842333281757656
2015-02-06 03:40:59,0.01346124090979417
2015-02-06 03:42:00,0.015627417607921967
2015-02-06 03:42:59,0.015008509979885454
2015-02-06 03:43:59,0.013770694723812428
2015-02-06 03:45:00,0.013151787095775913
2015-02-06 03:46:00,0.01346124090979417
2015-02-06 03:47:00,0.011295064211666372
2015-02-06 03:48:00,0.012842333281757656
2015-02-06 03:49:00,0.01170766929702427
2015-02-06 03:49:59,0.00985094641291473
2015-02-06 03:51:00,0.010366702769611602
2015-02-06 03:52:00,0.013358089638454529
2015-02-06 03:53:00,0.010676156583629859
2015-02-06 03:53:59,0.010676156583629859
2015-02-06 03:55:00,0.006962710815410778
2015-02-06 03:55:59,0.009025736242198934
2015-02-06 03:56:59,0.010676156583629859
2015-02-06 03:58:00,0.011295064211666372
2015-02-06 03:59:00,0.012842333281757656
2015-02-06 04:00:00,0.010676156583629859
2015-02-06 04:01:00,0.013151787095775913
2015-02-06 04:01:59,0.013151787095775913
2015-02-06 04:02:59,0.014080148537830685
2015-02-06 04:04:00,0.014595904894527556
2015-02-06 04:05:00,0.01346124090979417
2015-02-06 04:06:00,0.013151787095775913
2015-02-06 04:07:00,0.013151787095775913
2015-02-06 04:08:00,0.013770694723812428
2015-02-06 04:08:59,0.010985610397648116
2015-02-06 04:09:59,0.01438960235184894
2015-02-06 04:11:00,0.01170766929702427
2015-02-06 04:12:00,0.00985094641291473
2015-02-06 04:13:00,0.011295064211666372
2015-02-06 04:14:00,0.01346124090979417
2015-02-06 04:14:59,0.01346124090979417
2015-02-06 04:15:59,0.010366702769611602
2015-02-06 04:17:00,0.011913971839702886
2015-02-06 04:18:00,0.014080148537830685
2015-02-06 04:19:00,0.01438960235184894
2015-02-06 04:20:00,0.010676156583629859
2015-02-06 04:21:00,0.013151787095775913
2015-02-06 04:21:59,0.013770694723812428
2015-02-06 04:23:00,0.01346124090979417
2015-02-06 04:24:00,0.009128887513538577
2015-02-06 04:25:00,0.012739182010418015
2015-02-06 04:25:59,0.0125328794677394
2015-02-06 04:27:00,0.015627417607921967
2015-02-06 04:27:59,0.013151787095775913
2015-02-06 04:28:59,0.012326576925060784
2015-02-06 04:30:00,0.013770694723812428
2015-02-06 04:31:00,0.012842333281757656
2015-02-06 04:32:00,0.011913971839702886
2015-02-06 04:33:00,0.013151787095775913
2015-02-06 04:34:00,0.01624632523595848
2015-02-06 04:34:59,0.013151787095775913
2015-02-06 04:36:00,0.010676156583629859
2015-02-06 04:37:00,0.013770694723812428
2015-02-06 04:38:00,0.015317963793903709
2015-02-06 04:38:59,0.013151787095775913
2015-02-06 04:40:00,0.01438960235184894
2015-02-06 04:40:59,0.012223425653721144
2015-02-06 04:41:59,0.010366702769611602
2015-02-06 04:43:00,0.010676156583629859
2015-02-06 04:44:00,0.01438960235184894
2015-02-06 04:45:00,0.014699056165867197
2015-02-06 04:46:00,0.016452627778637097
2015-02-06 04:46:59,0.013770694723812428
2015-02-06 04:47:59,0.011913971839702886
2015-02-06 04:49:00,0.011295064211666372
