date,CO2
2015-02-04 17:51:00,0.19093300324926504
2015-02-04 17:51:59,0.18644592294600024
2015-02-04 17:53:00,0.18613646913198198
2015-02-04 17:54:00,0.1828872040847903
2015-02-04 17:55:00,0.18056630047965336
2015-02-04 17:55:59,0.1784001237815256
2015-02-04 17:57:00,0.17881272886688346
2015-02-04 17:57:59,0.17716230852545256
2015-02-04 17:58:59,0.17117953478776604
2015-02-04 18:00:00,0.17035432461705086
2015-02-04 18:01:00,0.17174686678013298
2015-02-04 18:02:00,0.1722110475011604
2015-02-04 18:03:00,0.16756924029088655
2015-02-04 18:04:00,0.1700448708030326
2015-02-04 18:04:59,0.16911650936097786
2015-02-04 18:06:00,0.16571251740677698
2015-02-04 18:07:00,0.16633142503481352
2015-02-04 18:08:00,0.16849760173294132
2015-02-04 18:08:59,0.16849760173294132
2015-02-04 18:10:00,0.17097323224508734
2015-02-04 18:10:59,0.17128268605910565
2015-02-04 18:11:59,0.17097323224508734
2015-02-04 18:13:00,0.1722110475011604
2015-02-04 18:14:00,0.17035432461705086
2015-02-04 18:15:00,0.17128268605910565
2015-02-04 18:16:00,0.17097323224508734
2015-02-04 18:16:59,0.16891020681829916
2015-02-04 18:17:59,0.16973541698901434
2015-02-04 18:19:00,0.17035432461705086
2015-02-04 18:20:00,0.1592139873123936
2015-02-04 18:21:00,0.15838877714167846
2015-02-04 18:22:00,0.1592139873123936
2015-02-04 18:23:00,0.15735726442828402
2015-02-04 18:23:59,0.15580999535819273
2015-02-04 18:24:59,0.1592139873123936
2015-02-04 18:26:00,0.15942028985507226
2015-02-04 18:27:00,0.16045180256846664
2015-02-04 18:28:00,0.1517870957759554
2015-02-04 18:29:00,0.15333436484604668
2015-02-04 18:29:59,0.1517870957759554
2015-02-04 18:30:59,0.14993037289184585
2015-02-04 18:32:00,0.14946619217081847
2015-02-04 18:33:00,0.14559801949559026
2015-02-04 18:34:00,0.1460106245809481
2015-02-04 18:35:00,0.14436020423951726
2015-02-04 18:36:00,0.14436020423951726
2015-02-04 18:36:59,0.14157511991335292
2015-02-04 18:38:00,0.14002785084326158
2015-02-04 18:39:00,0.1406467584712981
2015-02-04 18:40:00,0.13476713600495122
2015-02-04 18:40:59,0.13404507710557512
2015-02-04 18:42:00,0.135695497447006
2015-02-04 18:42:59,0.1384805817731703
2015-02-04 18:43:59,0.13291041312084168
2015-02-04 18:45:00,0.1319820516787869
2015-02-04 18:46:00,0.13167259786476865
2015-02-04 18:47:00,0.13043478260869562
2015-02-04 18:48:00,0.13115684150807172
2015-02-04 18:49:00,0.12950642116664085
2015-02-04 18:49:59,0.12888751353860434
2015-02-04 18:51:00,0.13229150549280516
2015-02-04 18:52:00,0.12950642116664085
2015-02-04 18:53:00,0.12826860591056782
2015-02-04 18:53:59,0.1291969673526226
2015-02-04 18:55:00,0.12599927794110038
2015-02-04 18:55:59,0.12146062200216612
2015-02-04 18:56:59,0.12455516014234876
2015-02-04 18:58:00,0.12424570632833047
2015-02-04 18:59:00,0.12269843725823915
2015-02-04 19:00:00,0.12331734488627573
2015-02-04 19:01:00,0.1208417143741296
2015-02-04 19:01:59,0.11929444530403832
2015-02-04 19:02:59,0.12115116818814785
2015-02-04 19:04:00,0.12115116818814785
2015-02-04 19:05:00,0.11743772241992878
2015-02-04 19:06:00,0.11465263809376447
2015-02-04 19:07:00,0.11279591520965493
2015-02-04 19:08:00,0.11032028469750887
2015-02-04 19:08:59,0.11032028469750887
2015-02-04 19:09:59,0.11279591520965493
2015-02-04 19:11:00,0.11238331012429707
2015-02-04 19:12:00,0.11186755376760016
2015-02-04 19:13:00,0.1109391923255454
2015-02-04 19:14:00,0.10753520037134456
2015-02-04 19:14:59,0.1072257465573263
2015-02-04 19:15:59,0.1072257465573263
2015-02-04 19:17:00,0.10629738511527154
2015-02-04 19:18:00,0.10629738511527154
2015-02-04 19:19:00,0.10691629274330804
2015-02-04 19:20:00,0.10640053638661112
2015-02-04 19:21:00,0.10165557790499764
2015-02-04 19:21:59,0.10351230078910716
2015-02-04 19:23:00,0.1047501160451802
2015-02-04 19:24:00,0.10351230078910716
2015-02-04 19:25:00,0.10227448553303414
2015-02-04 19:25:59,0.10134612409097936
2015-02-04 19:27:00,0.10351230078910716
2015-02-04 19:27:59,0.09887049357883332
2015-02-04 19:28:59,0.0954665016246325
2015-02-04 19:30:00,0.096085409252669
2015-02-04 19:31:00,0.10010830883490636
2015-02-04 19:32:00,0.09381608128320157
2015-02-04 19:33:00,0.09299087111248644
2015-02-04 19:34:00,0.0939192325545412
2015-02-04 19:34:59,0.09505389653927464
2015-02-04 19:36:00,0.09237196348444993
2015-02-04 19:37:00,0.09453814018257772
2015-02-04 19:38:00,0.09732322450874203
2015-02-04 19:38:59,0.09237196348444993
2015-02-04 19:40:00,0.0911341482283769
2015-02-04 19:40:59,0.08989633297230387
2015-02-04 19:41:59,0.08865851771623083
2015-02-04 19:43:00,0.08927742534426736
2015-02-04 19:44:00,0.0889679715302491
2015-02-04 19:45:00,0.08958687915828561
2015-02-04 19:46:00,0.08803961008819433
2015-02-04 19:46:59,0.08803961008819433
2015-02-04 19:47:59,0.08680179483212125
2015-02-04 19:49:00,0.08463561813399345
2015-02-04 19:50:00,0.08401671050595694
2015-02-04 19:51:00,0.08587343339006648
2015-02-04 19:52:00,0.08401671050595694
2015-02-04 19:53:00,0.08370725669193868
2015-02-04 19:53:59,0.08339780287792042
2015-02-04 19:54:59,0.08680179483212125
2015-02-04 19:56:00,0.08339780287792042
2015-02-04 19:57:00,0.08411986177729658
2015-02-04 19:58:00,0.07875599566764657
2015-02-04 19:59:00,0.07751818041157355
2015-02-04 19:59:59,0.0799938109237196
2015-02-04 20:00:59,0.0799938109237196
2015-02-04 20:02:00,0.07751818041157355
2015-02-04 20:03:00,0.07731187786889487
2015-02-04 20:04:00,0.07720872659755529
2015-02-04 20:05:00,0.07628036515550053
2015-02-04 20:06:00,0.07535200371344575
2015-02-04 20:06:59,0.07411418845737272
2015-02-04 20:08:00,0.07256691938728144
2015-02-04 20:09:00,0.07225746557326318
2015-02-04 20:10:00,0.07318582701531795
2015-02-04 20:10:59,0.0746299448140696
2015-02-04 20:12:00,0.07318582701531795
2015-02-04 20:12:59,0.07194801175924492
2015-02-04 20:13:59,0.07163855794522668
2015-02-04 20:15:00,0.06947238124709881
2015-02-04 20:16:00,0.07163855794522668
2015-02-04 20:17:00,0.0728763732012997
2015-02-04 20:18:00,0.07132910413120841
2015-02-04 20:19:00,0.07009128887513533
2015-02-04 20:19:59,0.07256691938728144
2015-02-04 20:21:00,0.0746299448140696
2015-02-04 20:22:00,0.07194801175924492
2015-02-04 20:23:00,0.07132910413120841
2015-02-04 20:23:59,0.07009128887513533
2015-02-04 20:25:00,0.07009128887513533
2015-02-04 20:25:59,0.06699675073495276
2015-02-04 20:26:59,0.06514002785084322
2015-02-04 20:28:00,0.06359275878075192
2015-02-04 20:29:00,0.06637784310691625
2015-02-04 20:30:00,0.06854401980504404
2015-02-04 20:31:00,0.06978183506111707
2015-02-04 20:31:59,0.06978183506111707
2015-02-04 20:32:59,0.06266439733869716
2015-02-04 20:34:00,0.06514002785084322
2015-02-04 20:35:00,0.06514002785084322
2015-02-04 20:36:00,0.06637784310691625
2015-02-04 20:37:00,0.06699675073495276
2015-02-04 20:38:00,0.06514002785084322
2015-02-04 20:38:59,0.0645211202228067
2015-02-04 20:39:59,0.06111712826860587
2015-02-04 20:41:00,0.06266439733869716
2015-02-04 20:42:00,0.06359275878075192
2015-02-04 20:43:00,0.0645211202228067
2015-02-04 20:44:00,0.06328330496673368
2015-02-04 20:44:59,0.06142658208262414
2015-02-04 20:45:59,0.06328330496673368
2015-02-04 20:47:00,0.06080767445458761
2015-02-04 20:48:00,0.06266439733869716
2015-02-04 20:49:00,0.058950951570478076
2015-02-04 20:50:00,0.060034039919541975
2015-02-04 20:51:00,0.059415132291505475
2015-02-04 20:51:59,0.05926040538449634
2015-02-04 20:53:00,0.058332043942441576
2015-02-04 20:54:00,0.058332043942441576
