date,Temperature
2015-02-04 17:51:00,0.7728813559322076
2015-02-04 17:51:59,0.7673343605547038
2015-02-04 17:53:00,0.7673343605547038
2015-02-04 17:54:00,0.7673343605547038
2015-02-04 17:55:00,0.7580893682588639
2015-02-04 17:55:59,0.7580893682588639
2015-02-04 17:57:00,0.7580893682588639
2015-02-04 17:57:59,0.7580893682588639
2015-02-04 17:58:59,0.7580893682588639
2015-02-04 18:00:00,0.7534668721109443
2015-02-04 18:01:00,0.7534668721109443
2015-02-04 18:02:00,0.7580893682588639
2015-02-04 18:03:00,0.7580893682588639
2015-02-04 18:04:00,0.7488443759630239
2015-02-04 18:04:59,0.7395993836671839
2015-02-04 18:06:00,0.7395993836671839
2015-02-04 18:07:00,0.7395993836671839
2015-02-04 18:08:00,0.7294298921417606
2015-02-04 18:08:59,0.7294298921417606
2015-02-04 18:10:00,0.7192604006163372
2015-02-04 18:10:59,0.7192604006163372
2015-02-04 18:11:59,0.7192604006163372
2015-02-04 18:13:00,0.7192604006163372
2015-02-04 18:14:00,0.7192604006163372
2015-02-04 18:15:00,0.7192604006163372
2015-02-04 18:16:00,0.7007704160246573
2015-02-04 18:16:59,0.7007704160246573
2015-02-04 18:17:59,0.7007704160246573
2015-02-04 18:19:00,0.7007704160246573
2015-02-04 18:20:00,0.6924499229584016
2015-02-04 18:21:00,0.684129429892145
2015-02-04 18:22:00,0.684129429892145
2015-02-04 18:23:00,0.684129429892145
2015-02-04 18:23:59,0.6779661016949254
2015-02-04 18:24:59,0.684129429892145
2015-02-04 18:26:00,0.6656394453004659
2015-02-04 18:27:00,0.6656394453004659
2015-02-04 18:28:00,0.6656394453004659
2015-02-04 18:29:00,0.6656394453004659
2015-02-04 18:29:59,0.6656394453004659
2015-02-04 18:30:59,0.6656394453004659
2015-02-04 18:32:00,0.6656394453004659
2015-02-04 18:33:00,0.6656394453004659
2015-02-04 18:34:00,0.647149460708786
2015-02-04 18:35:00,0.647149460708786
2015-02-04 18:36:00,0.647149460708786
2015-02-04 18:36:59,0.647149460708786
2015-02-04 18:38:00,0.6268104776579384
2015-02-04 18:39:00,0.647149460708786
2015-02-04 18:40:00,0.6268104776579384
2015-02-04 18:40:59,0.6268104776579384
2015-02-04 18:42:00,0.6268104776579384
2015-02-04 18:42:59,0.6268104776579384
2015-02-04 18:43:59,0.6268104776579384
2015-02-04 18:45:00,0.6268104776579384
2015-02-04 18:46:00,0.6268104776579384
2015-02-04 18:47:00,0.6175654853620984
2015-02-04 18:48:00,0.6268104776579384
2015-02-04 18:49:00,0.6268104776579384
2015-02-04 18:49:59,0.6083204930662593
2015-02-04 18:51:00,0.6175654853620984
2015-02-04 18:52:00,0.6083204930662593
2015-02-04 18:53:00,0.6268104776579384
2015-02-04 18:53:59,0.6083204930662593
2015-02-04 18:55:00,0.6083204930662593
2015-02-04 18:55:59,0.6083204930662593
2015-02-04 18:56:59,0.6083204930662593
2015-02-04 18:58:00,0.6083204930662593
2015-02-04 18:59:00,0.6083204930662593
2015-02-04 19:00:00,0.6083204930662593
2015-02-04 19:01:00,0.6083204930662593
2015-02-04 19:01:59,0.6083204930662593
